Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
mxc,BLOCK,Gaming (GameFi),USDT,MEXC,2024-09-20T16:08:39+00:00,0.514241%,181303.54,0.050367,6849019,786326,0.053119,0.050026,-0.0018614070484917,-3.564,-1.17893,-5.25505,-22.77161,-4.94002,0.0,0.0,786326,-252954.80139195,-3.56175
mxc,HARRY,Meme,USDT,MEXC,2024-09-20T16:07:36+00:00,0.368896%,1578569.69,0.101405,101384521,2052817,0.107756,0.096346,-0.002615942778753,-2.51482,22.79147,38.36622,14.00069,-40.61883,-31.8541,31.39359,2052817,-853255.530566,-0.83458
mxc,WAFFLES,Meme,USDT,MEXC,2024-09-20T16:09:36+00:00,0.250209%,11824761.91,0.01198161,12006142,1375077,0.01401744,0.01028329,-0.0015525653718777,-11.47144,-9.74253,6.68888,-24.22851,-66.37005,0.0,0.0,1375077,-1485671.8505908,-11.01165
mxc,FWOG,Meme,USDT,MEXC,2024-09-20T16:05:49+00:00,0.420665%,2317819.73,0.075474,73659935,10128345,0.083077,0.06728,-4.79406459442e-05,-0.06348,-18.05873,25.08546,582.15091,0.0,0.0,0.0,10128345,1087862,1.49901
mxc,BST,Real World Assets (RWA),USDT,MEXC,2024-09-20T16:10:17+00:00,0.394089%,1047646.45,0.203059,10723018,604875,0.20355,0.19255,0.01050891,5.45774,11.53833,8.23537,-16.33214,-49.88509,-61.7021,22.60947,604875,580599,5.72446
mxc,CBY,"Gaming (GameFi), Real World Assets (RWA)",USDT,MEXC,2024-09-20T16:05:47+00:00,0.393185%,82141.38,0.760896,7490533,250209,0.77324,0.737236,-0.010616369578814,-1.37605,-1.26324,-15.29191,-24.66414,-48.9706,-52.46988,143.275,250209,-101248.09859459,-1.33365
mxc,WILD,"Gaming (GameFi), Metaverse, Gaming Governance Token",USDT,MEXC,2024-09-20T16:10:50+00:00,0.254083%,82060.99,0.27862,77475404,454565,0.279021,0.263427,0.01084537,4.05018,4.40085,35.52219,23.90943,-28.59382,-60.65928,31.11455,454565,3305900,4.45722
mxc,TCAT,Meme,USDT,MEXC,2024-09-20T16:09:37+00:00,0.748569%,44307081.69,0.0021874,2185853,285916,0.00235468,0.00200585,-0.00012867134776594,-5.5556,2.47919,9.60443,0.0,0.0,0.0,0.0,285916,-135693.361366,-5.84496
mxc,VGX,Gaming (GameFi),USDT,MEXC,2024-09-20T16:10:55+00:00,0.208986%,5996815.91,0.01884125,6941825,2092025,0.02068106,0.01877623,-0.0015665827350559,-7.67638,-1.77659,-5.31907,-5.13434,-75.05598,-85.57014,-85.13298,2092025,-552601.72059,-7.3735
mxc,FIGHTETH,Meme,USDT,MEXC,2024-09-20T16:09:36+00:00,0.420453%,12245933.86,0.0071434,7114599,7178709,0.00855525,0.0068915,-0.00019369154779253,-2.63989,83.51332,28.58592,33.70938,-72.60379,0.0,0.0,7178709,-169970.22470083,-2.33329
mxc,BULL,Meme,USDT,MEXC,2024-09-20T16:38:28+00:00,0.875486%,2789590.44,0.101996,101655417,3386535,0.124152,0.092061,-0.011717041965773,-10.30405,-25.77968,16.47462,0.0,0.0,0.0,0.0,3386535,-11948747.422506,-10.51788
mxc,RST,Gaming (GameFi),USDT,MEXC,2024-09-20T16:43:23+00:00,0.484262%,6596391.52,0.00804633,4537629,109431,0.00855784,0.00782734,0.00020943,2.67235,0.82331,36.3227,13.93668,-59.84274,-90.86138,0.0,109431,109652,2.47635
mxc,MLT,Metaverse,USDT,MEXC,2024-09-20T16:43:12+00:00,0.659264%,1217997.41,0.057414,8400321,128207,0.058098,0.05601,0.00049061,0.86189,8.22129,45.46305,3.01873,-32.35429,-80.4085,-25.89475,128207,53903,0.64583
mxc,MCG,Gaming (GameFi),USDT,MEXC,2024-09-20T16:14:38+00:00,1.772152%,1473718.79,0.00392996,2601146,357229,0.00428313,0.00379004,8.921e-05,2.32264,-12.54434,9.36412,-10.12813,-37.61315,0.0,0.0,357229,54240,2.12963
mxc,WOLFS,Meme,USDT,MEXC,2024-09-20T16:41:28+00:00,0.552486%,117694762.97,0.00180363,18036004,5138820,0.00211626,0.00172906,-0.00031262921286075,-14.77273,-17.68644,23.50242,-42.35968,-80.83257,0.0,0.0,5138820,-3074320.598058,-14.56311
mxc,OCH,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T16:43:22+00:00,0.467472%,210497.22,0.255207,1083616,144145,0.288628,0.245137,0.00858122,3.47944,5.90532,4.47076,18.22793,-25.59824,-86.82192,0.0,144145,36381,3.47403
mxc,SDAO,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T16:41:50+00:00,0.589868%,134776.11,0.288204,26105627,524339,0.314529,0.286661,-0.02589263022156,-8.24352,5.47869,10.30312,11.1914,-14.92186,-64.74592,-29.88613,524339,-2320494.2102449,-8.16325
mxc,TAONU,Meme,USDT,MEXC,2024-09-20T16:41:19+00:00,0.714286%,11527371.38,0.00575468,5335177,148610,0.00579294,0.00460836,0.00109643,23.53728,52.19713,59.01253,62.93823,-9.75998,-70.60014,0.0,148610,1018932,23.6069
mxc,BABYTRUMP,Meme,USDT,MEXC,2024-09-20T16:40:30+00:00,0.514328%,16988423.68,0.00408547,0.0,176938,0.0041993,0.00407059,-5.591149836464e-05,-1.35007,-8.31777,-8.87835,-20.5284,-59.01985,0.0,0.0,176938,0.0,0.0
mxc,BILLY,Meme,USDT,MEXC,2024-09-20T16:39:19+00:00,1.075055%,6631858.01,0.04768711,47655732,16428078,0.059855,0.04486198,-2.15502181017e-05,-0.04517,86.63187,195.96357,93.85228,-74.96895,0.0,0.0,16428078,629454,1.33851
mxc,MICHI,Meme,USDT,MEXC,2024-09-20T16:38:25+00:00,0.738255%,1517333.3,0.146046,81321823,8223406,0.159936,0.133851,-0.010447524279734,-6.676,30.50202,47.53455,44.23977,-51.51456,0.0,0.0,8223406,-5518698.7148673,-6.35498
mxc,HEMULE,Meme,USDT,MEXC,2024-09-20T16:38:23+00:00,0.393701%,11152731.14,0.01147681,11396278,1434485,0.01459964,0.00739569,0.00403186,54.15572,63.44203,128.41958,77.66941,-0.54929,-58.68339,0.0,1434485,4111246,56.43416
mxc,EMRLD,Real World Assets (RWA),USDT,MEXC,2024-09-20T16:38:22+00:00,0.571429%,104932701.03,0.00173017,0.0,186657,0.00181515,0.00166273,4.39e-06,0.25432,-2.00541,6.63886,13.07292,-33.78878,0.0,0.0,186657,0.0,0.0
mxc,STAR,Gaming (GameFi),USDT,MEXC,2024-09-20T16:40:30+00:00,0.542951%,255179.48,0.051389,3415876,50827,0.052845,0.051037,0.00034546,0.67679,9.77893,6.50357,-5.94563,-13.57246,0.0,0.0,50827,43856,1.3006
mxc,NEOX,Gaming (GameFi),USDT,MEXC,2024-09-20T16:41:19+00:00,0.27137%,50455377.94,0.00073575,4465265,60773,0.0007625,0.00071043,-1.937523487823e-05,-2.56583,-11.40631,-1.15182,-14.74655,-35.2014,-83.47482,-71.82303,60773,-110171.94761445,-2.4079
mxc,DETF,Real World Assets (RWA),USDT,MEXC,2024-09-20T16:38:23+00:00,0.52599%,3236048.23,0.03227005,3227005,106408,0.03293295,0.03194913,-0.000449373981857,-1.37342,-3.17108,-11.79968,-36.17279,-28.98321,43.83501,388.36181,106408,-34943.51841482,-1.07125
mxc,FITFI,"Gaming (GameFi), Gaming Governance Token",USDT,MEXC,2024-09-20T16:41:52+00:00,0.423729%,26652691.81,0.00353598,8954851,13871425,0.00384053,0.00294997,0.00047499,15.51744,7.95957,32.59487,20.78112,-26.67965,-71.97041,-5.54137,13871425,1246683,16.17353
mxc,REVV,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,MEXC,2024-09-20T16:41:46+00:00,0.345722%,24765698.96,0.00461227,4125025,1015482,0.00480978,0.00451397,-0.00012055517072346,-2.54721,10.674,4.34229,-18.68351,-36.47821,-71.15825,-28.09473,1015482,-72437.61221409,-1.72575
mxc,FACTR,Real World Assets (RWA),USDT,MEXC,2024-09-20T16:39:13+00:00,0.862049%,3572313.97,0.04342392,5062494,320816,0.04693128,0.0428657,-0.0024565592658981,-5.35426,0.37893,25.20145,2.94674,-37.12938,-26.41065,41.72046,320816,-286393.19874632,-5.35426
mxc,HEART,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T16:41:50+00:00,0.236624%,538220.93,0.00747507,41690435,94981,0.00838894,0.00747422,-0.00084971369774513,-10.20703,-9.64013,8.26253,-10.60679,-22.66246,-76.44799,-27.93108,94981,-4756067.1956974,-10.23988
mxc,STRX,Real World Assets (RWA),USDT,MEXC,2024-09-20T16:43:22+00:00,1.146132%,9379096.88,0.03153376,26298901,1101988,0.03468858,0.02983864,-0.0029524562482258,-8.56126,-11.65688,0.62829,-7.12048,-35.31233,4.54333,9.84797,1101988,-2475129.5632685,-8.60196
mxc,DYP,"Gaming (GameFi), Metaverse",USDT,MEXC,2024-09-20T16:41:52+00:00,1.195526%,1884985.4,0.02572133,2569037,208759,0.02707714,0.02395012,0.00172217,7.17596,9.55061,12.43095,10.29919,-18.97083,-28.46477,0.0,208759,169156,7.04852
mxc,VEXT,Gaming (GameFi),USDT,MEXC,2024-09-20T16:39:15+00:00,1.016184%,16924666.72,0.00526882,1177882,425588,0.00543552,0.00521966,-0.00010995448545512,-2.04423,-11.56244,-7.44053,-28.83809,-77.3537,-96.87548,-98.98503,425588,7650.09,0.65372
mxc,SAMO,Meme,USDT,MEXC,2024-09-20T16:41:49+00:00,1.059814%,2751264.73,0.00684601,28780530,1280155,0.00709031,0.00656072,-0.00021669638625167,-3.06818,10.15635,11.04911,3.42173,-32.44812,-65.67673,132.40132,1280155,-991182.8678955,-3.32928
mxc,WDOG,Meme,USDT,MEXC,2024-09-20T16:39:21+00:00,1.049563%,9147703.85,0.0171573,17157276,5200819,0.02031856,0.01710077,-0.0029874429743178,-14.82989,18.02191,24.81518,103.62905,0.0,0.0,0.0,5200819,-3027216.8910017,-14.99774
mxc,GST,"Gaming (GameFi), Gaming Utility Token",USDT,MEXC,2024-09-20T16:41:51+00:00,0.975123%,1078615.17,0.01300615,14930408,579201,0.0132861,0.0127477,-0.0001794144716363,-1.36069,7.16127,13.31077,9.10312,-22.23612,-46.26286,36.76837,579201,-195571.8702143,-1.29295
mxc,MEE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,MEXC,2024-09-20T16:41:08+00:00,0.829928%,32280827.62,0.00772995,0.0,542009,0.00775946,0.00683513,0.00069117,9.8195,18.38752,11.39534,20.45145,-14.86939,-22.2822,99.54005,542009,0.0,0.0
mxc,FAKEAI,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T16:41:19+00:00,0.136452%,2965382.54,0.00526447,5050968,70738,0.00531502,0.00460128,0.00055616,11.81222,34.2599,64.52979,42.66385,10.70526,-63.42696,577.55415,70738,572110,12.77356
mxc,MYRIA,Gaming (GameFi),USDT,MEXC,2024-09-20T16:39:14+00:00,0.49505%,18909117.75,0.00241237,54966247,1135048,0.00257105,0.00237339,-0.00011625666917827,-4.59762,-8.23928,19.40435,3.95681,-23.80081,-82.99695,54.59116,1135048,-2872508.6864295,-4.96641
mxc,HUND,Meme,USDT,MEXC,2024-09-20T16:43:23+00:00,1.112738%,6156982.88,0.00678109,2713189,271394,0.00739278,0.00676617,-0.00030077466672193,-4.24711,8.02035,31.87613,15.02468,-29.78037,0.0,0.0,271394,-120223.42679733,-4.24306
mxc,PSPS,Meme,USDT,MEXC,2024-09-20T16:43:22+00:00,0.976709%,8597803.94,0.01351609,7796704,341202,0.01465821,0.01239205,-0.000797045843777,-5.56863,9.6559,45.12077,28.80441,-16.91988,60.73112,5602.34408,341202,-464350.06557284,-5.62095
mxc,CWS,Gaming (GameFi),USDT,MEXC,2024-09-20T16:41:46+00:00,0.346021%,99086.95,0.233291,1351076,363109,0.244631,0.229198,0.0038719,1.6877,26.31032,33.5476,1.96384,-14.44105,-71.89317,10.48083,363109,19720.12,1.48121
mxc,VGX,Gaming (GameFi),USDT,MEXC,2024-09-20T16:40:25+00:00,0.421941%,6138275.57,0.01885793,6947323,2104088,0.02068106,0.01877623,-0.0013032755597198,-6.46427,-1.68964,-5.23525,-5.05036,-74.97325,-85.33102,-85.08427,2104088,-452515.02342188,-6.1152
mxc,WILD,"Gaming (GameFi), Metaverse, Gaming Governance Token",USDT,MEXC,2024-09-20T17:08:18+00:00,0.431344%,55816.74,0.276868,77009354,442129,0.279021,0.263427,0.01012878,3.79726,3.74411,34.66969,22.47677,-29.05456,-57.63733,30.25929,442129,2702039,3.6363
mxc,HARAMBE,Meme,USDT,MEXC,2024-09-20T17:10:38+00:00,1.471845%,2234844.81,0.02076774,20838512,813802,0.0219069,0.01735969,0.00230558,12.48811,22.57931,49.12495,55.15096,-10.72614,-60.46965,0.0,813802,2171138,11.63065
mxc,BDC,Meme,USDT,MEXC,2024-09-20T17:07:35+00:00,0.555942%,10770451.54,0.0142706,14270596,186630,0.01482892,0.01343247,0.00067925,4.99767,70.48296,53.89303,-24.7027,-57.43085,0.0,0.0,186630,679251,4.99767
mxc,KLIMA,Real World Assets (RWA),USDT,MEXC,2024-09-20T17:09:29+00:00,0.478152%,5864.11,1.35,20342406,465591,1.36,1.22,0.115167,9.29988,25.24412,24.68224,2.42056,-66.88099,68.35953,57.86829,465591,1732301,9.30839
mxc,COMAI,"Artificial Intelligence (AI), AI Agents",USDT,MEXC,2024-09-20T16:55:25+00:00,0.935829%,227432.7,0.146029,17675247,83058,0.148928,0.133052,0.00589494,4.20665,-2.58156,3.71346,-30.24258,-48.87916,-93.58705,0.0,83058,748361,4.42114
mxc,OFN,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:10:37+00:00,0.436205%,779549.62,0.090983,9580050,194932,0.093678,0.087971,-0.0019395087516646,-2.08724,1.16132,-1.31455,-1.65042,-54.51234,-86.78157,0.0,194932,-183795.54147008,-1.88241
mxc,TRU1,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:08:15+00:00,0.134328%,68344.15,0.137017,0.0,77119,0.138746,0.126851,0.00355634,2.66472,10.29388,15.36636,1.84039,-25.81193,-53.21767,64.21133,77119,0.0,0.0
mxc,HXD,"Gaming (GameFi), Gaming Utility Token",USDT,MEXC,2024-09-20T17:06:33+00:00,1.327434%,493507.42,0.02234866,9530964,46399,0.02380722,0.02197516,0.00028036,1.2704,8.3445,8.7491,2.15351,-42.71312,-85.59399,-3.51844,46399,71475,0.7556
mxc,VR,Metaverse,USDT,MEXC,2024-09-20T17:09:28+00:00,1.47929%,1753309.31,0.00671857,45999982,7129941,0.00699829,0.00650299,0.00019328,2.96195,6.86102,11.82131,-14.82836,-10.2447,-85.19233,-3.25379,7129941,1346657,3.0158
mxc,FOUR,Meme,USDT,MEXC,2024-09-20T17:09:35+00:00,1.310532%,53245706.29,0.0062471,0.0,3392567,0.00700708,0.00527863,-0.00074887895859014,-10.70443,37.36109,73.00128,78.53477,33.81532,0.0,0.0,3392567,0.0,0.0
mxc,MICHI,Meme,USDT,MEXC,2024-09-20T17:07:34+00:00,1.164384%,1497373.9,0.1432,80055177,7749788,0.159936,0.133851,-0.010398030980544,-6.76966,27.95837,44.65892,41.42835,-51.29779,0.0,0.0,7749788,-5384761.6022837,-6.30239
mxc,COPI,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,MEXC,2024-09-20T17:10:40+00:00,0.528241%,2750935.03,0.02433404,22265136,316042,0.02518393,0.02431409,-0.0003020384288455,-1.226,-5.06788,-4.32578,-17.2747,-37.50526,-67.36554,-7.35324,316042,-260377.9831985,-1.15592
mxc,MIND,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T16:57:22+00:00,0.330761%,5976561.9,0.00176944,2463963,78288,0.00189003,0.00161618,7.297e-05,4.30143,13.30456,17.24826,-5.99675,-29.26389,-68.33989,-63.50286,78288,99171,4.19363
mxc,RUM,Gaming (GameFi),USDT,MEXC,2024-09-20T17:07:32+00:00,0.707676%,36581783.11,0.00183339,0.0,68381,0.00194603,0.00181221,-6.846233786164e-05,-3.59978,-8.22266,-3.99093,-42.06018,-63.84215,0.0,0.0,68381,0.0,0.0
mxc,QORPO,Gaming (GameFi),USDT,MEXC,2024-09-20T17:10:39+00:00,1.026915%,964267.44,0.120824,10030955,1501711,0.126839,0.091558,0.02788347,30.00148,43.54304,42.87423,-12.55796,-49.28542,-59.12124,0.0,1501711,2361160,30.78518
mxc,TORI,Meme,USDT,MEXC,2024-09-20T17:07:31+00:00,0.689795%,20965127.31,0.00486632,4866318,103550,0.00504193,0.00468789,0.00013784,2.91516,7.00893,15.89645,3.43518,-14.4215,0.0,0.0,103550,131608,2.77965
mxc,HUND,Meme,USDT,MEXC,2024-09-20T17:07:30+00:00,1.487531%,6153033.08,0.00675404,2703055,306689,0.00739278,0.00675423,-0.00023869004190822,-3.4134,6.76759,33.13348,16.17963,-30.06041,0.0,0.0,306689,-102143.49469066,-3.64122
mxc,BULL,Meme,USDT,MEXC,2024-09-20T17:07:36+00:00,1.373896%,2715082.26,0.100281,101458055,3434821,0.124152,0.092061,-0.011117417992088,-9.97987,-25.65208,-1.89145,0.0,0.0,0.0,0.0,3434821,-10072290.813375,-9.03099
mxc,CTA,"Gaming (GameFi), Gaming Utility Token",USDT,MEXC,2024-09-20T17:07:32+00:00,0.924392%,540993.19,0.113827,9412932,3949741,0.117033,0.111051,0.00032448,0.28588,-4.65452,-10.11227,-4.28829,-26.89803,0.0,0.0,3949741,18141.3,0.1931
mxc,MXM,"Gaming (GameFi), Gaming Governance Token",USDT,MEXC,2024-09-20T17:10:38+00:00,0.291545%,6105106.5,0.01027248,1390001,157470,0.01063722,0.00983414,0.00029116,2.91705,2.56469,6.05967,-0.47275,-36.44665,-90.64342,0.0,157470,39398,2.91705
mxc,FIGHTETH,Meme,USDT,MEXC,2024-09-20T17:09:34+00:00,0.791408%,11471083.72,0.00700395,6897601,6694588,0.00855525,0.0068915,-0.00082555105727149,-10.54411,73.48819,32.23394,36.89264,-73.20199,0.0,0.0,6694588,-833602.67822568,-10.78231
mxc,WOLFS,Meme,USDT,MEXC,2024-09-20T17:10:41+00:00,1.111111%,117621251.75,0.00177589,17758619,5042790,0.00207711,0.00172906,-0.00030121944045775,-14.50186,-18.57699,25.74036,-44.80358,-80.68656,0.0,0.0,5042790,-3143079.2881686,-15.03743
mxc,VR,Metaverse,USDT,MEXC,2024-09-20T17:39:24+00:00,1.772526%,1723622.69,0.00671925,46028598,7117823,0.00699829,0.00650299,0.0002097,3.22146,6.87197,11.83276,-14.81963,-10.2355,-85.19082,-3.24388,7117823,1445398,3.24202
mxc,CRT,Gaming (GameFi),USDT,MEXC,2024-09-20T17:41:52+00:00,0.626959%,21439594.56,0.00317936,0.0,69006,0.00321953,0.00315868,7.52e-06,0.23708,2.52156,13.59977,3.55696,-23.40066,-77.54429,-75.25823,69006,0.0,0.0
mxc,SUNPEPE,Meme,USDT,MEXC,2024-09-20T17:39:35+00:00,1.22164%,102437191.73,0.00055019,550191,218317,0.00069466,0.00054996,-0.000120336995931141,-17.9466,-42.80999,-14.7671,2000.55924,0.0,0.0,0.0,218317,-122242.484089642,-18.17911
mxc,CXT,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:43:23+00:00,1.024209%,124255.88,0.106648,90644274,6977674,0.107795,0.096688,0.00762291,7.69795,55.57614,54.01804,88.22041,-23.29045,0.0,0.0,6977674,6594083,7.84541
mxc,FIGHTETH,Meme,USDT,MEXC,2024-09-20T17:39:34+00:00,1.107797%,11021738.2,0.00701502,6892501,6698312,0.00855525,0.0068915,-0.00074254905108857,-9.57192,69.75905,32.11337,34.16281,-73.15961,0.0,0.0,6698312,-775874.0647633,-10.11784
mxc,OBI,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:39:19+00:00,0.977566%,16796078.41,0.00796995,5112111,236439,0.00838364,0.00782971,1.869e-05,0.23503,18.74679,21.62577,-3.37347,-42.1921,-59.89592,6.88902,236439,10152.0,0.19898
mxc,SMT,Real World Assets (RWA),USDT,MEXC,2024-09-20T17:39:22+00:00,1.176932%,530354.8,0.248064,20321281,497727,0.284498,0.245737,-0.030640471237434,-10.9939,-8.9701,-8.89769,-31.23623,-59.31781,-30.44669,428.8589,497727,-2389496.7701113,-10.52142
mxc,DCD,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:43:25+00:00,0.784314%,1378973.57,0.076116,0.0,125961,0.079207,0.07247,0.00076736,1.01841,-21.04439,36.38275,574.90925,642.37602,203.03202,0.0,125961,0.0,0.0
mxc,MORRA,Gaming (GameFi),USDT,MEXC,2024-09-20T17:04:24+00:00,0.464074%,10599793.14,0.00625638,2369206,93983,0.00643814,0.00463258,0.00115951,22.74936,11.61078,9.87892,-6.43596,5.75283,-67.7055,0.0,93983,438179,22.69149
mxc,POLC,"Gaming (GameFi), Metaverse",USDT,MEXC,2024-09-20T17:41:46+00:00,0.740096%,895581.55,0.00679593,2795816,1463330,0.00710955,0.00680854,-1.260847238682e-05,-0.18519,8.71967,12.26929,16.50856,-29.87592,-73.63991,34.69245,1463330,809.21,0.02895
mxc,LNDX,Real World Assets (RWA),USDT,MEXC,2024-09-20T17:39:22+00:00,1.475596%,449382.82,0.349695,2567573,439743,0.35426,0.313699,0.02772871,8.61231,7.46088,11.21205,-38.702,-68.44374,-56.10717,0.0,439743,189374,7.9629
mxc,GIGA,Meme,USDT,MEXC,2024-09-20T17:39:34+00:00,0.904977%,3655144.11,0.02148894,206382698,4093640,0.02375003,0.01964618,0.0012134,5.98456,14.15121,50.59201,-3.15498,37.65534,1891.59297,0.0,4093640,9910763,5.04437
mxc,ELDA,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,MEXC,2024-09-20T17:40:31+00:00,0.66364%,16935497.59,0.00285021,556252,316687,0.00299766,0.00284414,-4.866271046845e-05,-1.67868,-9.92027,-0.0095,-28.31291,-49.01253,-81.27636,0.0779,316687,-8787.453294968,-1.55519
mxc,THG,Gaming (GameFi),USDT,MEXC,2024-09-20T17:41:47+00:00,0.955414%,7618222.69,0.01562426,0.0,239675,0.01783919,0.01518807,-0.0022033550934959,-12.35922,7.69251,8.39367,-5.00466,-56.46551,-82.55915,-35.54858,239675,0.0,0.0
mxc,KANG,Gaming (GameFi),USDT,MEXC,2024-09-20T17:39:34+00:00,0.687049%,23636473.16,0.0028615,0.0,143555,0.00304123,0.00276795,-3.06948254182e-06,-0.10715,-19.45964,-21.71,-34.56943,-94.23342,0.0,0.0,143555,0.0,0.0
mxc,NXRA,Real World Assets (RWA),USDT,MEXC,2024-09-20T17:39:18+00:00,1.523297%,2861549.78,0.02215884,17523421,259099,0.02406148,0.0213181,-0.000273354570529,-1.21858,-11.74048,-32.20231,-30.60863,-73.54061,-85.70414,-59.36294,259099,65220,0.37358
mxc,COMAI,"Artificial Intelligence (AI), AI Agents",USDT,MEXC,2024-09-20T17:42:24+00:00,0.990099%,230970.27,0.148216,17915046,80298,0.148928,0.133052,0.00779123,5.54832,-1.12212,8.04961,-29.19753,-48.11331,-93.31871,0.0,80298,991241,5.85708
mxc,NEOX,Gaming (GameFi),USDT,MEXC,2024-09-20T17:40:31+00:00,1.2%,51238699.61,0.00074315,4559842,61379,0.0007625,0.00071043,5.62e-06,0.7619,-11.11884,-1.01148,-13.59338,-35.37903,-82.92439,-72.06551,61379,73000,1.62699
mxc,POX,Meme,USDT,MEXC,2024-09-20T17:39:35+00:00,0.893744%,2655333.99,0.0401695,40168998,1292166,0.04664371,0.040064,-0.005019710349877601,-11.10821,-27.18573,-16.31637,0.0,0.0,0.0,0.0,1292166,-5518382.6947112,-12.07857
mxc,CERE,"Artificial Intelligence (AI), Gaming (GameFi)",USDT,MEXC,2024-09-20T17:41:48+00:00,0.739697%,2797291.84,0.00281711,18685243,387405,0.0028409,0.00272165,7.25e-05,2.64166,6.51994,7.56031,-6.77312,-32.07473,-70.9912,-6.5193,387405,574485,3.17206
mxc,NAI,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T17:43:20+00:00,1.818182%,10215568.43,0.00328683,4867457,85209,0.00338128,0.00273512,0.00045851,16.21137,28.44526,19.87077,11.06886,-42.42446,0.0,0.0,85209,740743,17.94994
mxc,KMON,Gaming (GameFi),USDT,MEXC,2024-09-20T17:11:33+00:00,0.712589%,1779746.27,0.00124544,1094187,142610,0.00125492,0.0012435,6.00426e-07,0.04823,4.52523,6.51388,-15.86163,-26.08332,-87.67898,-82.29964,142610,2790.56,0.25569
mxc,GENE,"Gaming (GameFi), Gaming Governance Token",USDT,MEXC,2024-09-20T17:41:45+00:00,0.455383%,108336.95,0.091134,5261722,70529,0.093913,0.089166,-0.0004256075457089,-0.46484,-5.56646,5.77062,-14.23421,-45.59781,-75.89091,-55.93135,70529,10958.79,0.20871
mxc,MSTR,Gaming (GameFi),USDT,MEXC,2024-09-20T18:11:04+00:00,0.54816%,4043502.55,0.01273409,160549,162508,0.01496288,0.01274041,-0.0021486980086183,-14.43747,-23.38548,-36.79318,-54.01061,-66.04634,-85.45258,-82.91895,162508,-26290.778939397,-14.07133
mxc,COMAI,"Artificial Intelligence (AI), AI Agents",USDT,MEXC,2024-09-20T17:54:31+00:00,0.990099%,229890.61,0.1467,17915046,80458,0.148928,0.133052,0.00771043,5.5475,-2.13396,6.94392,-29.71726,-48.36691,-93.38708,0.0,80458,991241,5.85708
mxc,VIA,"Artificial Intelligence (AI), AI Agents",USDT,MEXC,2024-09-20T17:57:36+00:00,1.202749%,274776.57,0.057751,2423544,122110,0.061834,0.055943,-0.0040790767570315,-6.59725,-0.6474,-11.30387,-26.30569,-52.2137,-96.69794,0.0,122110,-163513.19045019,-6.32043
mxc,MORRA,Gaming (GameFi),USDT,MEXC,2024-09-20T18:09:26+00:00,0.758065%,10606420.63,0.00622744,2368811,93588,0.00643814,0.00463258,0.00112522,22.0534,11.14144,9.3708,-6.96984,5.05406,-69.17014,0.0,93588,437784,22.67104
mxc,POX,Meme,USDT,MEXC,2024-09-20T18:09:31+00:00,0.959838%,2687554.29,0.03985361,40168998,1290913,0.04664371,0.03992915,-0.005306591253449601,-11.75059,-27.70455,-25.96205,0.0,0.0,0.0,0.0,1290913,-5518382.6947112,-12.07857
mxc,AIN,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T18:09:22+00:00,1.011578%,8229676.74,0.0081778,2089568,127179,0.00932714,0.00726152,-0.00084844385612558,-9.39974,-23.47311,-24.75711,-38.57555,-56.05308,-79.06686,-26.84808,127179,-216791.82062815,-9.39974
mxc,SIN,"Gaming (GameFi), Metaverse",USDT,MEXC,2024-09-20T18:10:15+00:00,1.271069%,26487835.68,0.00362372,2484887,919136,0.00398748,0.00361142,-0.00035464695875811,-8.91439,-12.93241,-9.40997,21.99191,2.4985,-68.70941,7.4676,919136,-239832.83263569,-8.80211
mxc,CDT,Artificial Intelligence (AI),USDT,MEXC,2024-09-20T18:10:26+00:00,1.005025%,452786.35,0.196995,1455805,95579,0.199426,0.190137,0.00640534,3.36079,-0.18295,6.46267,13.20026,-11.66429,-66.24597,-17.73132,95579,47464,3.37024
mxc,KANG,Gaming (GameFi),USDT,MEXC,2024-09-20T18:09:29+00:00,0.931677%,23533072.09,0.00284236,0.0,142346,0.00304123,0.00276795,-8.705053885015e-05,-2.9716,-19.99835,-22.23365,-35.00707,-94.28687,0.0,0.0,142346,0.0,0.0
