Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
okex,ZENT,Gaming (GameFi),USDC,OKX,2024-09-23T16:16:24+00:00,0.656897%,240935.8,0.0196985,115346971,5772153,0.02042078,0.0184791,0.00085711,4.5491,18.74996,21.33291,4.70945,5.61095,0.0,0.0,5772153,5387798,4.89982
okex,CTC,Real World Assets (RWA),USDC,OKX,2024-09-23T14:39:02+00:00,0.438404%,10888.349777,0.455055,172176650,7191201,0.456079,0.435692,0.01308046,2.95955,11.74033,12.61268,-1.407,-5.64289,-31.19199,225.81061,7191201,8058527,4.9102
okex,GLM,Artificial Intelligence (AI),USDC,OKX,2024-09-23T15:43:06+00:00,1.270417%,12623.694489,0.328218,327799101,26376778,0.330716,0.313163,0.00630234,1.95776,22.92741,20.96153,-4.92285,1.66883,-46.8462,82.95007,26376778,6135438,1.90741
okex,GHST,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDC,OKX,2024-09-23T17:10:01+00:00,0.207151%,46483.953328,1.094,55943920,49984516,1.22,0.892334,0.183168,20.11953,36.12762,27.07045,4.31379,7.98397,3.30397,40.68796,49984516,9361398,20.09637
okex,MANA,Metaverse,EUR,OKX,2024-09-23T15:57:32+00:00,0.219539%,15099.2004,0.303291,565612049,40565073,0.312901,0.299185,-0.003462810667322,-1.12886,14.77284,12.73966,-5.36369,-5.13745,-55.55928,3.41958,40565073,-6885579.072967,-1.20273
okex,IQ,Artificial Intelligence (AI),USDT,OKX,2024-09-23T17:51:03+00:00,0.179732%,64184037.063581,0.00708778,133305535,32485564,0.00729886,0.00544867,0.00153444,27.63095,51.14732,53.03122,23.21977,18.25078,-26.47213,30.5177,32485564,28988362,27.78868
okex,PEPE,"Meme, GMCI Meme Index",BRL,OKX,2024-09-23T16:12:05+00:00,0.244662%,434302086.0,8.09e-06,3398251471,1130405371,8.33e-06,7.76e-06,5.4079e-08,0.67327,13.39658,12.13622,-16.89768,-30.74818,18.16463,1099.29401,1130405371,20417307,0.60445
bybit_spot,PEPE,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:25+00:00,0.024734%,3613065667607.0,8.09e-06,3402437379,1129225545,8.33e-06,7.76e-06,1.31225e-07,1.64952,12.71293,10.74416,-16.77386,-28.91061,18.70838,1101.12653,1129225545,54910707,1.64034
bybit_spot,DOGE,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:20+00:00,0.018674%,247592130.2,0.107093,15635039247,713198505,0.109061,0.104046,0.00094173,0.88716,7.69591,3.52219,-6.4481,-12.98677,-31.91653,73.7959,713198505,141207551,0.91138
bybit_spot,FET,"Artificial Intelligence (AI), AI Agents",USDT,Bybit,2024-09-23T19:42:27+00:00,0.012116%,12292059.35,1.65,4159691518,556065141,1.71,1.56,0.058588,3.67848,29.43202,38.28078,29.31265,40.72487,-37.53366,649.66854,556065141,153220295,3.82432
bybit_spot,NEAR,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T19:43:27+00:00,0.025013%,8862762.87,5.19,5741839807,910050262,5.22,4.42,0.649565,14.3066,33.62535,29.33196,0.56425,-0.76023,-6.74374,366.02811,910050262,711862094,14.15239
bybit_spot,NOT,Gaming (GameFi),USDT,Bybit,2024-09-23T19:42:28+00:00,0.026316%,1965758915.53,0.00759941,777943765,165893512,0.00766385,0.00711192,0.0003352,4.61446,5.86385,-8.69665,-36.65398,-42.6798,0.0,0.0,165893512,32905017,4.41655
bybit_spot,CATI,Gaming (GameFi),USDT,Bybit,2024-09-23T19:42:30+00:00,0.035932%,51719923.88,0.832931,172548664,578477370,0.834805,0.736732,0.067652,8.84021,0.0,0.0,0.0,0.0,0.0,0.0,578477370,15052350,9.55727
bybit_spot,SHIB,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:44:40+00:00,0.017904%,374817904966.0,1.453e-05,8560163839,326235279,1.484e-05,1.42e-05,6.5763e-08,0.45454,11.06322,6.77222,-9.20932,-9.04565,-54.1246,91.71979,326235279,34872328,0.40905
bybit_spot,ONDO,"Real World Assets (RWA), RWA Protocol",USDT,Bybit,2024-09-23T19:42:27+00:00,0.035232%,39617172.9,0.738434,1066447002,595161159,0.748046,0.664367,0.05854,8.61012,24.66128,17.35391,-7.43246,-20.68632,25.73061,0.0,595161159,86901828,8.87165
bybit_spot,WIF,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:29+00:00,0.05711%,9239199.95,1.75,1751045943,571951239,1.79,1.63,0.074584,4.44696,17.00863,6.09009,-11.93709,-27.08911,0.47812,0.0,571951239,79214804,4.73821
bybit_spot,MEME,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:26+00:00,0.018551%,343764769.53,0.01078157,286489179,63810331,0.01094194,0.01016622,0.00037115,3.56515,18.71213,12.10502,-19.70592,-24.44335,-73.32749,0.0,63810331,10241104,3.70721
bybit_spot,BONK,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:24+00:00,0.037861%,283819941495.8,1.743e-05,1211429448,131047698,1.777e-05,1.668e-05,3.26276e-07,1.90726,7.91932,3.06853,-23.18371,-34.13913,-37.26465,8814.09814,131047698,23165079,1.94949
bybit_spot,RENDER,"Artificial Intelligence (AI), Metaverse",USDT,Bybit,2024-09-23T19:42:30+00:00,0.032258%,1690856.0,6.2,2434145846,630740414,6.3,5.42,0.538528,9.50844,31.73255,22.01647,-1.96096,2.62136,-40.39144,295.9382,630740414,211519844,9.51666
bybit_spot,POPCAT,Meme,USDT,Bybit,2024-09-23T19:42:29+00:00,0.062383%,27168332.99,0.940473,921643693,136015241,0.98076,0.816876,0.101153,12.05176,36.88443,52.46861,21.02116,18.09995,494.32918,0.0,136015241,96626379,11.71204
bybit_spot,SUNDOG,Meme,USDT,Bybit,2024-09-23T19:42:30+00:00,0.049551%,44762232.38,0.319464,319627086,134381160,0.326011,0.282885,0.02381503,8.05516,2.42083,10.19808,37.95061,0.0,0.0,0.0,134381160,24214704,8.19692
bybit_spot,GALA,Gaming (GameFi),USDT,Bybit,2024-09-23T19:42:21+00:00,0.049237%,385682308.58,0.02026927,793508824,109855124,0.02106071,0.01961348,0.00015124,0.75178,17.94714,5.35097,-7.85881,-7.06025,-53.58947,51.37801,109855124,7190790,0.91449
bybit_spot,ARKM,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T19:42:27+00:00,0.031856%,4545892.03,1.45,404513010,195348442,1.47,1.14,0.284133,24.39456,45.51841,37.31328,7.02399,9.95163,-47.84598,299.49187,195348442,78844484,24.21004
bybit_spot,DOGS,Meme,USDT,Bybit,2024-09-23T19:42:30+00:00,0.114548%,19889645871.0,0.00086736,448068536,296530824,0.00087417,0.00081562,-5.46001675292e-07,-0.06291,-8.74569,-20.53886,0.0,0.0,0.0,0.0,296530824,-933089.889045,-0.20781
bybit_spot,BRETT,Meme,USDT,Bybit,2024-09-23T19:42:28+00:00,0.060753%,95021001.28,0.081939,813327783,30022190,0.083502,0.076862,0.00305367,3.87102,11.38926,6.20939,-20.53887,-30.22236,414.56382,0.0,30022190,33210186,4.25707
bybit_spot,FLOKI,"Gaming (GameFi), Metaverse, Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T19:42:23+00:00,0.048461%,20496247061.2,0.00013398,1297480807,238207560,0.00013488,0.00012604,4.14e-06,3.18728,12.74311,4.40788,-16.07929,-20.53704,-0.06285,740.84814,238207560,38359570,3.04654
bybit_spot,MKR,RWA Protocol,USDT,Bybit,2024-09-23T19:43:25+00:00,0.030307%,1573.5759,1643.22,1450187878,119997945,1649.97,1536.77,63.38,4.01194,8.2936,1.32049,-24.55851,-37.50837,-21.36008,27.82921,119997945,56686240,4.0679
bybit_spot,MEW,Meme,USDT,Bybit,2024-09-23T19:42:28+00:00,0.073638%,1459211120.22,0.00543282,481996270,111928258,0.0054441,0.00453876,0.00075019,16.02081,32.50438,21.55766,-7.58221,-23.77014,0.0,0.0,111928258,64707841,15.50674
bybit_spot,MANA,Metaverse,USDT,Bybit,2024-09-23T19:44:40+00:00,0.032605%,1878644.55,0.305842,570643890,41803052,0.312901,0.299185,0.00012045,0.0394,16.46146,14.53458,-4.71564,-2.00718,-56.11077,3.95295,41803052,-147140.409568,-0.02578
bybit_spot,ICP,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T19:42:21+00:00,0.0632%,575684.52,8.68,4085630226,162854275,8.71,8.03,0.390585,4.71321,8.6988,13.41981,-1.39766,-9.56854,-41.54503,193.0538,162854275,183696458,4.70783
bybit_spot,MKR,RWA Protocol,USDT,Bybit,2024-09-23T20:08:26+00:00,0.036487%,1576.3604,1645.6,1450725513,120573641,1649.97,1536.77,66.98,4.24309,8.45065,1.46743,-24.4491,-37.41774,-21.24603,28.01459,120573641,58144443,4.1753
bybit_spot,NAKA,Gaming (GameFi),USDT,Bybit,2024-09-23T20:08:32+00:00,0.048473%,11419434.21,1.24,80464624,48457180,1.3,1.045,0.170273,15.94648,56.85322,47.08539,5.59725,22.16651,-49.70284,129.68305,48457180,11150257,16.0865
bybit_spot,BOME,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T20:08:33+00:00,0.060624%,350159212.01,0.00658789,454456611,193635370,0.00675403,0.00626751,5.862e-05,0.89782,12.59927,2.80594,-19.9118,-15.16319,0.0,0.0,193635370,4502351,1.00062
bybit_spot,GRT,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:08:27+00:00,0.051733%,20137538.72,0.173972,1660417441,96339288,0.178425,0.155434,0.01367348,8.53001,25.8619,22.58611,-3.49812,-6.32005,-50.49846,93.98658,96339288,132483856,8.67079
bybit_spot,GMT,"Gaming (GameFi), Gaming Governance Token",USDT,Bybit,2024-09-23T20:08:28+00:00,0.066845%,17272967.22,0.149367,367669238,83199397,0.153276,0.133818,0.01109844,8.02672,20.95461,13.1023,3.78697,6.85588,-52.74814,-2.20113,83199397,27545035,8.09852
bybit_spot,PORTAL,Gaming (GameFi),USDT,Bybit,2024-09-23T20:08:32+00:00,0.065445%,2025404.83,0.305481,51056413,24019734,0.307118,0.276873,0.01766279,6.13679,22.32033,15.99876,-11.26506,-14.28822,-86.33098,0.0,24019734,2971266,6.17918
bybit_spot,DOGE,"Meme, GMCI Meme Index",USDC,Bybit,2024-09-23T20:08:29+00:00,0.046729%,17281375.1,0.107133,15640881909,707886602,0.109061,0.104046,0.00041677,0.39054,7.80164,3.56096,-6.41306,-12.95418,-31.29307,73.68006,707886602,68739714,0.44143
bybit_spot,PENDLE,Real World Assets (RWA),USDT,Bybit,2024-09-23T20:08:30+00:00,0.122051%,1403245.13,4.02,646477933,243735377,4.22,3.88,-0.13771311476778,-3.31227,26.30275,35.5871,15.83281,11.69163,24.34544,532.23898,243735377,-22302121.840844,-3.33475
bybit_spot,APE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,Bybit,2024-09-23T20:08:28+00:00,0.075197%,2192342.04,0.798199,538500980,92977576,0.804547,0.760848,0.00695619,0.87915,12.56399,-0.67375,1.64251,9.49093,-64.20839,-28.92204,92977576,4692955,0.87915
bybit_spot,SHIB,"Meme, GMCI Meme Index",USDC,Bybit,2024-09-23T20:08:29+00:00,0.051798%,54182084647.1,1.45e-05,8544565247,327441772,1.484e-05,1.42e-05,-5.6067334332e-08,-0.38529,10.47863,6.49497,-9.32514,-9.28182,-53.93254,91.06285,327441772,-28544169.86374,-0.33295
bybit_spot,HOOK,"Gaming (GameFi), Metaverse",USDT,Bybit,2024-09-23T20:08:29+00:00,0.043535%,1689318.3,0.460722,85965767,21165376,0.470333,0.424591,0.02418886,5.54113,19.42435,11.87069,-5.71559,-5.60777,-65.84728,-46.5555,21165376,4494715,5.51695
bybit_spot,MYRO,"Meme, GMCI Meme Index",USDT,Bybit,2024-09-23T20:08:32+00:00,0.133333%,22070091.69,0.075094,75091127,12224626,0.078585,0.07153,0.00113751,1.53807,21.43096,1.15685,-20.64796,-46.56518,-73.77453,0.0,12224626,1114247,1.50621
bybit_spot,MBOX,"Gaming (GameFi), Metaverse, Gaming Governance Token",USDT,Bybit,2024-09-23T20:08:31+00:00,0.064599%,2523142.76,0.155001,60958510,13125756,0.156813,0.147251,0.00319331,2.10352,13.95109,5.7366,-8.07452,-26.45795,-70.86979,-33.61145,13125756,1349230,2.26346
bybit_spot,TOKEN,"Artificial Intelligence (AI), Real World Assets (RWA)",USDT,Bybit,2024-09-23T20:08:31+00:00,0.08515%,20354833.28,0.05889,96693518,7835449,0.059964,0.053655,0.00297813,5.32643,25.17423,15.84393,-14.57658,-9.67474,-22.57615,0.0,7835449,4896202,5.33371
bybit_spot,BCUT,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:08:32+00:00,0.035448%,6148922.27,0.02823378,7875513,690499,0.02882636,0.02775831,0.00047546,1.71287,20.89746,19.45921,-3.20078,-27.75775,-90.69909,0.0,690499,215277,2.81032
bybit_spot,XAI,Gaming (GameFi),USDT,Bybit,2024-09-23T20:08:32+00:00,0.098227%,4210947.96,0.214151,123930934,38975391,0.21918,0.196714,0.01045166,5.13092,22.27324,13.13242,-16.07422,-31.61725,-84.95285,0.0,38975391,6330504,5.38306
bybit_spot,VANRY,Gaming (GameFi),USDT,Bybit,2024-09-23T20:08:31+00:00,0.099882%,7880525.5,0.110144,154958857,28195930,0.11037,0.097423,0.00997204,9.95488,17.82475,14.36166,-4.63427,-3.96582,-32.60709,0.0,28195930,14228746,10.11066
bybit_spot,MAVIA,"Gaming (GameFi), Gaming Governance Token",USDT,Bybit,2024-09-23T20:08:32+00:00,0.095951%,553317.69,1.56,49181748,8061972,1.65,1.54,-0.03175308709081,-1.99506,32.94781,24.87308,-15.91139,-18.84321,-75.67849,0.0,8061972,-917686.12247,-1.83173
bybit_spot,CATI,Gaming (GameFi),USDC,Bybit,2024-09-23T20:08:35+00:00,0.072816%,197553.24,0.816285,168154695,543890518,0.834805,0.736732,0.04525966,5.87006,0.0,0.0,0.0,0.0,0.0,0.0,543890518,9309468,5.86072
bybit_spot,MAGIC,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,Bybit,2024-09-23T20:08:30+00:00,0.053908%,1548404.3,0.370956,99151682,18991763,0.384003,0.348471,0.01200853,3.34548,17.54412,7.91624,-12.94157,-18.23559,-71.47043,-20.98159,18991763,3308838,3.45236
bybit_spot,PONKE,Meme,USDT,Bybit,2024-09-23T20:08:34+00:00,0.137982%,3228750.91,0.325506,177155890,11060833,0.330308,0.304421,0.01192974,3.80442,25.91717,21.2959,-12.00501,-39.78252,475.42834,0.0,11060833,6014766,3.51451
bybit_spot,SPEC,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:08:33+00:00,0.310359%,609135.92,9.02,108869484,32258088,9.5,6.93,1.86,25.94878,72.78567,58.75382,11.05948,31.85646,0.0,0.0,32258088,22364706,25.85372
bybit_spot,SWEAT,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,Bybit,2024-09-23T20:08:29+00:00,0.125174%,19297307.93,0.00717999,59713381,4129169,0.0071876,0.00686593,0.00015927,2.26856,5.58345,12.09598,-5.62702,4.99147,-48.47417,-7.13256,4129169,1312483,2.24737
bybit_spot,PAXG,Real World Assets (RWA),USDT,Bybit,2024-09-23T20:05:51+00:00,0.156565%,52.27,2624.31,501754050,13361467,2638.77,2612.93,1.39,0.05289,1.43498,4.8829,4.53807,11.38334,22.92163,37.11901,13361467,495604,0.09887
bybit_spot,AGI,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:08:30+00:00,0.136918%,14887373.2,0.158485,176134322,21817107,0.163166,0.127416,0.02796986,21.43031,37.53282,31.19438,5.26191,-7.16346,-54.41712,246.70007,21817107,30679355,21.092
bybit_spot,SOLO,Real World Assets (RWA),USDT,Bybit,2024-09-23T20:08:29+00:00,0.070497%,1327511.74,0.085184,34007451,1837504,0.086461,0.084657,-0.0008520507796658,-0.99034,7.82297,1.66805,-17.82796,-17.5276,-48.05558,-9.41274,1837504,-337950.8041375,-0.98398
bybit_spot,CTC,Real World Assets (RWA),USDT,Bybit,2024-09-23T20:08:29+00:00,0.102434%,206436.76,0.454975,171597344,7353826,0.458072,0.435692,0.01344073,3.04409,11.71981,10.9984,-1.62322,-4.12633,-34.21985,221.90566,7353826,5117567,3.07399
bybit_spot,LMWR,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:27:43+00:00,0.125%,10686141.72,0.18382,54381368,3829686,0.185462,0.176619,-0.001642054736026,-0.88539,-4.8396,-4.28429,-19.94459,-31.79927,-74.35915,83.23152,3829686,-516865.2896236,-0.9415
bybit_spot,ICP,Artificial Intelligence (AI),USDC,Bybit,2024-09-23T20:27:42+00:00,0.062392%,26862.73,8.66,4082905134,163123258,8.72,8.03,0.39888,4.82654,8.51813,12.45321,-1.56156,-9.71886,-41.64219,192.56669,163123258,186211856,4.77871
bybit_spot,MPLX,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:42+00:00,0.072734%,989811.66,0.425522,419968777,2840640,0.425363,0.363248,0.04909433,13.04216,40.88066,65.66278,51.92659,49.34365,171.54426,882.11437,2840640,48287781,12.99173
bybit_spot,SHRAP,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,Bybit,2024-09-23T20:27:43+00:00,0.187207%,12642659.66,0.03200904,21288334,2813601,0.03894377,0.03197952,-0.0005116632348897,-1.57335,71.47019,54.24849,-20.17201,-40.69934,-88.64741,0.0,2813601,-367529.0089218,-1.69713
bybit_spot,WEN,Meme,USDT,Bybit,2024-09-23T20:27:44+00:00,0.210305%,12709589732.17,9.496e-05,69060339,6789687,9.83e-05,9.19e-05,1.24e-06,1.32376,16.25918,5.25359,-16.94057,-29.92756,-69.60458,0.0,6789687,884796,1.29782
bybit_spot,AURY,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,Bybit,2024-09-23T20:21:01+00:00,0.038595%,37644.61,0.257992,15934754,118855,0.258266,0.251414,0.00357,1.40318,8.26925,10.67248,-1.9609,-17.40827,-76.9789,-41.85037,118855,219159,1.39453
bybit_spot,ENJ,"Gaming (GameFi), Metaverse",USDT,Bybit,2024-09-23T20:29:47+00:00,0.110663%,314087.8,0.153624,265667594,15334016,0.155991,0.145766,0.00362712,2.41813,14.11381,4.16301,-8.77889,-11.35898,-73.8849,-32.91424,15334016,6079073,2.34181
bybit_spot,WAXP,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:41+00:00,0.083102%,3120336.7,0.03619915,126691850,12677100,0.03682075,0.03474878,0.00067862,1.91051,22.63389,19.80008,-1.95886,0.88708,-57.81067,-15.83971,12677100,2447292,1.96974
bybit_spot,NEAR,Artificial Intelligence (AI),EUR,Bybit,2024-09-23T20:18:43+00:00,0.25718%,1552.2,5.15,5719464879,907212039,5.22,4.42,0.572578,12.50036,32.93619,27.87902,-0.84079,-0.8272,-6.91812,361.63851,907212039,643564270,12.67882
bybit_spot,A8,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:46+00:00,0.21692%,5562187.92,0.092059,19608463,5168677,0.094642,0.085854,0.00350298,3.95569,10.2439,-3.74358,-20.60725,-47.62145,0.0,0.0,5168677,763968,4.05406
bybit_spot,KMON,Gaming (GameFi),USDT,Bybit,2024-09-23T20:29:48+00:00,0.016167%,82744227.69,0.00123622,1083473,118275,0.00125692,0.00123572,-1.764881519736e-05,-1.40755,4.60332,6.63458,-24.12509,-27.1085,-88.92985,-82.17517,118275,-14652.66545123,-1.33433
bybit_spot,MANA,Metaverse,USDC,Bybit,2024-09-23T20:23:24+00:00,0.065147%,35011.9,0.306241,572163439,42091524,0.312901,0.299185,-0.000206642607258,-0.06743,16.60358,13.85867,-4.29322,-1.87941,-56.05354,4.08849,42091524,4675.53,0.00082
bybit_spot,SOLO,Real World Assets (RWA),USDT,Bybit,2024-09-23T20:27:41+00:00,0.117233%,1336713.4,0.085198,33952181,1835059,0.086461,0.084657,-0.0008721260413975,-1.01328,7.84034,1.68442,-17.81473,-17.51432,-48.04722,-9.39815,1835059,-410092.196206,-1.19344
bybit_spot,DOGS,Meme,USDC,Bybit,2024-09-23T20:27:46+00:00,0.23175%,241957231.0,0.00086019,444730421,295148646,0.00087417,0.00081562,-1.1264214832741e-05,-1.29258,-9.30988,-20.87126,0.0,0.0,0.0,0.0,295148646,-5595814.501059,-1.24261
bybit_spot,DEGEN,Meme,USDT,Bybit,2024-09-23T20:27:44+00:00,0.361011%,642738015.96,0.00551127,92517969,25481362,0.00566034,0.00415325,0.00133273,31.89462,88.34438,78.36435,2.72417,-14.59559,140.68733,0.0,25481362,22498687,32.13213
bybit_spot,PRCL,"Real World Assets (RWA), RWA Protocol",USDT,Bybit,2024-09-23T20:27:45+00:00,0.226757%,12556007.17,0.220739,29733384,27193332,0.23342,0.205069,0.00367081,1.69109,64.17312,58.25373,13.96699,0.99259,0.0,0.0,27193332,459071,1.56817
bybit_spot,FLOKI,"Gaming (GameFi), Metaverse, Meme, GMCI Meme Index",USDC,Bybit,2024-09-23T19:58:36+00:00,0.149454%,270380998.0,0.00013363,1294545223,243214847,0.00013488,0.00012604,3.35e-06,2.56975,12.69647,4.14166,-15.35198,-19.91297,-0.32973,738.60266,243214847,32717074,2.59283
bybit_spot,ONDO,"Real World Assets (RWA), RWA Protocol",USDC,Bybit,2024-09-23T20:27:46+00:00,0.218896%,174243.44,0.735501,1060213092,590006034,0.748046,0.664367,0.04960863,7.23271,24.27384,16.97733,-6.91608,-20.82102,24.5837,0.0,590006034,69809163,7.04855
bybit_spot,WIF,"Meme, GMCI Meme Index",USDC,Bybit,2024-09-23T20:27:46+00:00,0.171527%,122010.36,1.74,1741359376,567562389,1.79,1.63,0.062746,3.73167,16.93514,5.21899,-12.1353,-25.83632,-3.67904,0.0,567562389,58635986,3.48459
bybit_spot,NEAR,Artificial Intelligence (AI),USDC,Bybit,2024-09-23T20:18:43+00:00,0.173947%,49762.0,5.16,5713217537,908181687,5.22,4.42,0.599346,13.14765,33.06122,27.99929,-0.74752,-0.73393,-6.83058,362.0727,908181687,647043405,12.77184
bybit_spot,APE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDC,Bybit,2024-09-23T20:23:25+00:00,0.112909%,29937.69,0.798688,538885395,92008190,0.804547,0.760848,0.01181169,1.50109,12.63293,-3.24539,2.56365,9.558,-64.18647,-28.87851,92008190,7463508,1.40444
bybit_spot,CATI,Gaming (GameFi),USDC,Bybit,2024-09-23T20:27:46+00:00,0.245038%,201322.61,0.812399,167767438,543377747,0.834805,0.736732,0.050426,6.61784,0.0,0.0,0.0,0.0,0.0,0.0,543377747,9427687,5.95409
bybit_spot,PIXFI,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:46+00:00,0.222603%,76001374.0,0.00582755,0.0,10440445,0.00615602,0.00570097,-4.798929607747e-05,-0.81676,4.00865,-21.14158,-51.00697,-83.11732,0.0,0.0,10440445,0.0,0.0
bybit_spot,AIOZ,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:27:44+00:00,0.352405%,1523577.98,0.480264,538237776,7288775,0.483438,0.443389,0.0231307,5.05995,31.00795,22.87836,-6.56279,4.42005,15.30983,3951.03834,7288775,26188624,5.11447
bybit_spot,ELIX,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:45+00:00,0.079401%,11862634.8,0.02022284,0.0,807603,0.0206255,0.0198823,-0.0001092800762125,-0.53748,25.54739,11.12858,-43.10417,-60.29321,0.0,0.0,807603,0.0,0.0
bybit_spot,ZENT,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:45+00:00,0.360453%,11391087.04,0.01937166,113544091,6132130,0.02042078,0.0184791,0.00060962,3.24922,17.49559,17.8965,4.19743,7.27223,0.0,0.0,6132130,3188240,2.88905
bybit_spot,LAI,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:27:45+00:00,0.225836%,42395099.08,0.02237886,7086647,4924126,0.02301756,0.01826712,0.00359431,19.13439,70.34107,92.72675,46.37205,86.1416,-62.27982,190.24105,4924126,1093242,18.24074
bybit_spot,GSWIFT,"Artificial Intelligence (AI), Gaming (GameFi), Meme",USDT,Bybit,2024-09-23T20:27:44+00:00,0.056516%,2772838.59,0.087538,34196491,641733,0.08845,0.078454,0.0073827,9.21045,26.79623,17.34004,9.18291,7.13726,-88.18372,70.0758,641733,2902148,9.27372
bybit_spot,NOT,Gaming (GameFi),USDC,Bybit,2024-09-23T20:27:46+00:00,0.263852%,4519885.0,0.00758958,777739304,165950668,0.00766385,0.00711192,0.00026038,3.55262,5.7979,-9.1276,-36.56245,-41.23207,0.0,0.0,165950668,27009844,3.59781
bybit_spot,FOXY,Meme,USDT,Bybit,2024-09-23T20:27:44+00:00,0.223214%,40455343.93,0.00807648,24178739,2130510,0.00816235,0.00754169,0.00024947,3.18729,7.6458,23.77561,-18.31631,-31.33541,0.0,0.0,2130510,707322,3.01355
bybit_spot,AEG,Gaming (GameFi),USDT,Bybit,2024-09-23T20:27:44+00:00,0.078927%,4012543.73,0.01264364,1937569,86936,0.01276423,0.01244247,0.00018361,1.47355,14.83184,2.99479,-9.07505,-49.15157,-94.17389,0.0,86936,29843,1.56431
bybit_spot,TAI,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:27:45+00:00,0.323729%,16651545.92,0.124928,42757026,3862125,0.134277,0.105037,0.01835653,17.22454,20.67485,9.03617,-7.58945,-11.23736,0.0,0.0,3862125,6158812,16.82818
bybit_spot,PRIME,"Gaming (GameFi), Gaming Utility Token",USDT,Bybit,2024-09-23T20:27:42+00:00,0.197174%,90186.86,9.16,423235577,7356415,9.25,8.27,0.88916,10.75564,15.03159,30.64535,26.73792,28.28585,-40.2855,154.83949,7356415,41807352,10.96074
bybit_spot,BOB,Meme,USDT,Bybit,2024-09-23T20:27:42+00:00,0.164971%,15024824954.0,3.628e-05,25028174,4885336,4.082e-05,3.583e-05,-1.328042903573e-06,-3.53102,71.59667,60.8401,25.56633,19.58648,-27.73784,768.66945,4885336,-953114.4497897,-3.66846
bybit_spot,FORT,Artificial Intelligence (AI),USDT,Bybit,2024-09-23T20:43:36+00:00,0.153374%,526349.23,0.130332,61043323,778058,0.131645,0.120627,0.00939011,7.76412,11.42969,4.72982,-2.7824,-17.83425,-36.42701,11.73976,778058,4381775,7.73324
bybit_spot,AEG,Gaming (GameFi),USDT,Bybit,2024-09-23T20:50:32+00:00,0.078989%,4045763.39,0.01264525,1936873,86956,0.01276423,0.01244247,0.00019233,1.54447,14.84638,3.00784,-9.06354,-49.14513,-94.17315,0.0,86956,29000,1.52004
bybit_spot,ENJ,"Gaming (GameFi), Metaverse",USDT,Bybit,2024-09-23T20:50:27+00:00,0.174893%,307938.77,0.15409,266273286,15794826,0.155991,0.145766,0.00417696,2.78626,14.45993,4.47895,-7.68421,-11.09013,-73.80569,-32.71076,15794826,7061568,2.72425
bybit_spot,DUEL,Gaming (GameFi),USDT,Bybit,2024-09-23T20:50:32+00:00,0.05772%,90219712.58,0.00345926,10215280,1213876,0.00346217,0.00327891,0.00014411,4.34709,17.16225,32.8972,24.73558,-6.28045,-66.79118,0.0,1213876,401963,4.0961
